respondent_id,resp_gender,region,resp_age,education,polid_numeric,party_preference,prez_vote,alt_dv_realestate,alt_dv_foreign_policy,alt_dv_nuclear_policy,alt_dv_labor_policy,alt_dv_social_policy,manipulation_check1,age_attribute,origin,gender_attribute,career,scandal,labor_policy,housing_policy,social_policy,foreign_policy,nuclear_policy,question_profile,chosen,open_text_reason
R_4CglGTLmrRGJsyH,Male,Capital Area,59,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive,70,Gwangju,Male,Businessperson,Ancestors pro-Japanese,National job guarantee,Overhaul real estate policy,Oppose anti-discrimination law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,7.1,0,
R_4CglGTLmrRGJsyH,Male,Capital Area,59,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive,40,Gwangju,Male,Businessperson,None,National job guarantee,Increase real estate taxes,Social consensus before law,Diplomacy centered on national interests,Pursue independent nuclear armament,7.2,1,
R_4CglGTLmrRGJsyH,Male,Capital Area,59,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive,55,Gwangju,Female,Diplomat,Bribery allegations,National job guarantee,Ease real estate tax burden,Oppose anti-discrimination law,Balanced diplomacy between US and China,Pursue independent nuclear armament,8.1,1,
R_4CglGTLmrRGJsyH,Male,Capital Area,59,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive,70,Gwangju,Female,Diplomat,Son's military service,National job guarantee,Ease real estate tax burden,Social consensus before law,Balanced diplomacy between US and China,National interests reflected,8.2,0,
R_4CglGTLmrRGJsyH,Male,Capital Area,59,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive,55,Gwangju,Female,Civil Rights Activist,Ancestors pro-Japanese,Harmony in labor-management relations,Overhaul real estate policy,Prioritize social harmony,Economic cooperation with North Korea,Pursue independent nuclear armament,9.1,0,
R_4CglGTLmrRGJsyH,Male,Capital Area,59,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive,40,Gwangju,Female,Diplomat,Bribery allegations,Implement 4.5-day workweek,Ease real estate tax burden,Prioritize social harmony,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,9.2,1,
R_4CglGTLmrRGJsyH,Male,Capital Area,59,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive,55,Gwangju,Female,Diplomat,None,Implement 4.5-day workweek,Expansion of public housing,Oppose anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons,10.1,1,
R_4CglGTLmrRGJsyH,Male,Capital Area,59,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive,70,Gwangju,Male,Diplomat,Ancestors pro-Japanese,Harmony in labor-management relations,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,National interests reflected,10.2,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Seoul,Female,Prosecutor,None,Flexibility in working hours,Expansion of public housing,Social consensus before law,Balanced diplomacy between US and China,No deployment of nuclear weapons,1.1,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Seoul,Female,Prosecutor,Ancestors pro-Japanese,Flexibility in working hours,Ease real estate tax burden,Social consensus before law,Emphasize US-South Korea alliance,National interests reflected,1.2,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Gwangju,Male,Businessperson,Bribery allegations,Flexibility in working hours,Increase real estate taxes,Prioritize social harmony,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,2.1,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,40,Seoul,Male,Civil Rights Activist,None,Flexibility in working hours,Overhaul real estate policy,Oppose anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament,2.2,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,40,Gwangju,Female,Prosecutor,Bribery allegations,Implement 4.5-day workweek,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,3.1,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Gwangju,Female,Civil Rights Activist,Ancestors pro-Japanese,Implement 4.5-day workweek,Ease real estate tax burden,Oppose anti-discrimination law,Diplomacy centered on national interests,National interests reflected,3.2,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Busan,Male,Prosecutor,None,Implement 4.5-day workweek,Overhaul real estate policy,Social consensus before law,Diplomacy centered on national interests,National interests reflected,4.1,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Seoul,Male,Diplomat,None,Harmony in labor-management relations,Increase real estate taxes,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,No deployment of nuclear weapons,4.2,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Seoul,Male,Civil Rights Activist,Bribery allegations,Flexibility in working hours,Expansion of public housing,Prioritize social harmony,Diplomacy centered on national interests,National interests reflected,5.1,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,40,Gwangju,Female,Prosecutor,Bribery allegations,Flexibility in working hours,Ease real estate tax burden,Prioritize social harmony,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,5.2,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Busan,Male,Prosecutor,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Prioritize social harmony,Balanced diplomacy between US and China,Pursue independent nuclear armament,6.1,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,40,Gwangju,Female,Diplomat,Son's military service,Harmony in labor-management relations,Expansion of public housing,Prioritize social harmony,Balanced diplomacy between US and China,National interests reflected,6.2,1,국익을 위한 정책을 더 신뢰하기 때문입니다
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,55,Seoul,Male,Civil Rights Activist,Bribery allegations,Harmony in labor-management relations,Expansion of public housing,Oppose anti-discrimination law,Balanced diplomacy between US and China,Pursue independent nuclear armament,7.1,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Gwangju,Female,Diplomat,Ancestors pro-Japanese,Flexibility in working hours,Ease real estate tax burden,Oppose anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,7.2,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,55,Seoul,Female,Prosecutor,Son's military service,National job guarantee,Ease real estate tax burden,Oppose anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons,8.1,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,40,Busan,Female,Businessperson,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Oppose anti-discrimination law,Diplomacy centered on national interests,No deployment of nuclear weapons,8.2,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,70,Gwangju,Male,Diplomat,None,Harmony in labor-management relations,Expansion of public housing,Prioritize social harmony,Economic cooperation with North Korea,National interests reflected,9.1,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,55,Busan,Female,Prosecutor,None,Harmony in labor-management relations,Overhaul real estate policy,Prioritize social harmony,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,9.2,0,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,40,Gwangju,Female,Diplomat,None,Implement 4.5-day workweek,Overhaul real estate policy,Social consensus before law,Economic cooperation with North Korea,Pursue independent nuclear armament,10.1,1,
R_4CjQGhmRVRueETF,Male,Yeongnam,56,University,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Progressive,40,Busan,Male,Prosecutor,None,Harmony in labor-management relations,Increase real estate taxes,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,10.2,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Busan,Female,Civil Rights Activist,Son's military service,Flexibility in working hours,Increase real estate taxes,Prioritize social harmony,Economic cooperation with North Korea,Deploy tactical nukes and US sharing,1.1,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Gwangju,Male,Businessperson,None,Harmony in labor-management relations,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,No deployment of nuclear weapons,1.2,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Seoul,Male,Businessperson,Ancestors pro-Japanese,Implement 4.5-day workweek,Ease real estate tax burden,Prioritize social harmony,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,2.1,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,70,Gwangju,Male,Businessperson,None,Flexibility in working hours,Increase real estate taxes,Prioritize social harmony,Economic cooperation with North Korea,No deployment of nuclear weapons,2.2,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,55,Gwangju,Female,Diplomat,Ancestors pro-Japanese,National job guarantee,Expansion of public housing,Oppose anti-discrimination law,Economic cooperation with North Korea,National interests reflected,3.1,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Seoul,Female,Civil Rights Activist,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Oppose anti-discrimination law,Diplomacy centered on national interests,National interests reflected,3.2,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Seoul,Female,Businessperson,Bribery allegations,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament,4.1,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,55,Seoul,Male,Businessperson,None,Harmony in labor-management relations,Ease real estate tax burden,Oppose anti-discrimination law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,4.2,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Gwangju,Male,Civil Rights Activist,None,Implement 4.5-day workweek,Increase real estate taxes,Social consensus before law,Emphasize US-South Korea alliance,National interests reflected,5.1,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Gwangju,Female,Prosecutor,Ancestors pro-Japanese,Harmony in labor-management relations,Overhaul real estate policy,Social consensus before law,Diplomacy centered on national interests,National interests reflected,5.2,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,70,Busan,Male,Civil Rights Activist,None,Implement 4.5-day workweek,Expansion of public housing,Prioritize social harmony,Diplomacy centered on national interests,No deployment of nuclear weapons,6.1,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,70,Busan,Male,Businessperson,Bribery allegations,Implement 4.5-day workweek,Expansion of public housing,Social consensus before law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,6.2,1,한미동맹강화를 통한 국익을 강화하고 필요시 핵무기 배치
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Seoul,Male,Businessperson,Ancestors pro-Japanese,Flexibility in working hours,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,Deploy tactical nukes and US sharing,7.1,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,70,Seoul,Female,Diplomat,None,Implement 4.5-day workweek,Ease real estate tax burden,Oppose anti-discrimination law,Diplomacy centered on national interests,National interests reflected,7.2,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,70,Busan,Female,Diplomat,Bribery allegations,National job guarantee,Overhaul real estate policy,Oppose anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,8.1,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,70,Seoul,Male,Prosecutor,Ancestors pro-Japanese,Flexibility in working hours,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,8.2,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,40,Gwangju,Male,Businessperson,Ancestors pro-Japanese,National job guarantee,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,9.1,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,55,Gwangju,Female,Businessperson,Son's military service,Flexibility in working hours,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Diplomacy centered on national interests,National interests reflected,9.2,0,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,55,Seoul,Female,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament,10.1,1,
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative,70,Seoul,Female,Civil Rights Activist,Bribery allegations,National job guarantee,Ease real estate tax burden,Expedited enactment of anti-discrimination law,Balanced diplomacy between US and China,Deploy tactical nukes and US sharing,10.2,0,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,55,Gwangju,Male,Prosecutor,None,Harmony in labor-management relations,Ease real estate tax burden,Social consensus before law,Emphasize US-South Korea alliance,No deployment of nuclear weapons,1.1,0,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,40,Seoul,Male,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Expansion of public housing,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons,1.2,1,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,70,Busan,Female,Businessperson,Son's military service,Implement 4.5-day workweek,Ease real estate tax burden,Prioritize social harmony,Diplomacy centered on national interests,National interests reflected,2.1,0,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,70,Gwangju,Female,Prosecutor,None,Implement 4.5-day workweek,Increase real estate taxes,Prioritize social harmony,Emphasize US-South Korea alliance,No deployment of nuclear weapons,2.2,1,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,70,Busan,Male,Prosecutor,Son's military service,Flexibility in working hours,Overhaul real estate policy,Social consensus before law,Economic cooperation with North Korea,Pursue independent nuclear armament,3.1,1,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,40,Gwangju,Male,Prosecutor,Ancestors pro-Japanese,Flexibility in working hours,Expansion of public housing,Oppose anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,3.2,0,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,55,Gwangju,Female,Civil Rights Activist,Son's military service,Flexibility in working hours,Overhaul real estate policy,Social consensus before law,Economic cooperation with North Korea,Pursue independent nuclear armament,4.1,1,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,40,Gwangju,Female,Prosecutor,Ancestors pro-Japanese,Implement 4.5-day workweek,Overhaul real estate policy,Expedited enactment of anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,4.2,0,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,70,Seoul,Female,Businessperson,None,National job guarantee,Increase real estate taxes,Social consensus before law,Diplomacy centered on national interests,Pursue independent nuclear armament,5.1,1,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,40,Gwangju,Male,Diplomat,Son's military service,National job guarantee,Overhaul real estate policy,Oppose anti-discrimination law,Balanced diplomacy between US and China,Pursue independent nuclear armament,5.2,0,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,70,Seoul,Male,Civil Rights Activist,None,Implement 4.5-day workweek,Expansion of public housing,Social consensus before law,Economic cooperation with North Korea,Pursue independent nuclear armament,6.1,1,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,55,Gwangju,Male,Civil Rights Activist,Ancestors pro-Japanese,National job guarantee,Increase real estate taxes,Oppose anti-discrimination law,Economic cooperation with North Korea,No deployment of nuclear weapons,6.2,0,조금 덜 나쁜 후보 섬캑
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,70,Busan,Male,Prosecutor,Son's military service,Implement 4.5-day workweek,Expansion of public housing,Oppose anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,7.1,0,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,55,Busan,Male,Civil Rights Activist,Bribery allegations,Implement 4.5-day workweek,Ease real estate tax burden,Oppose anti-discrimination law,Economic cooperation with North Korea,Pursue independent nuclear armament,7.2,1,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,40,Busan,Male,Civil Rights Activist,Bribery allegations,Harmony in labor-management relations,Expansion of public housing,Oppose anti-discrimination law,Diplomacy centered on national interests,Deploy tactical nukes and US sharing,8.1,1,
R_4Ckybjwx47gk9bD,Male,Capital Area,57,University,2,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive,40,Gwangju,Female,Prosecutor,Son's military service,Implement 4.5-day workweek,Expansion of public housing,Oppose anti-discrimination law,Emphasize US-South Korea alliance,Pursue independent nuclear armament,8.2,0,
